source_id,name_en,name_ms,name_default,feature_type,accessibility_type,wheelchair,tactile_paving,shelter,covered,bench,kerb,stroller,geom_type,geom_wkt,raw_properties
node/6964083982,,,Kompleks PKNS Bangi,bus_stop,wheelchair_stop,yes,,yes,,yes,,,Point,POINT(101.7571183 2.9622578),"{""@id"":""node/6964083982"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""check_date:shelter"":""2024-09-01"",""highway"":""bus_stop"",""lit"":""yes"",""name"":""Kompleks PKNS Bangi"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""KJ 536"",""route_ref"":""T462"",""shelter"":""yes"",""wheelchair"":""yes""}"
node/7077817937,,,,elevator,lift,,,,,,,,Point,POINT(101.6438234 3.0504014),"{""@id"":""node/7077817937"",""highway"":""elevator""}"
node/7077817938,,,,elevator,lift,,,,,,,,Point,POINT(101.643908 3.0501984),"{""@id"":""node/7077817938"",""highway"":""elevator""}"
node/7081427272,,,,accessible_toilet,accessible_toilet,yes,,,,,,,Point,POINT(101.7064246 3.0385983),"{""@id"":""node/7081427272"",""amenity"":""toilets"",""fee"":""no"",""wheelchair"":""yes""}"
node/7128259924,MRT Bukit Dukung Entrance B,MRT Bukit Dukung Pintu B,MRT Bukit Dukung Pintu B,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7720005 3.0274485),"{""@id"":""node/7128259924"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""MRT Bukit Dukung Pintu B"",""name:en"":""MRT Bukit Dukung Entrance B"",""name:ms"":""MRT Bukit Dukung Pintu B"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KJ769"",""route_ref"":""450"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7142852741,,,,elevator,lift,,,,,,,,Point,POINT(101.6654786 3.1096416),"{""@id"":""node/7142852741"",""access"":""yes"",""highway"":""elevator""}"
node/7146945539,,,,elevator,lift,,,,,,,,Point,POINT(101.7078518 3.1614609),"{""@id"":""node/7146945539"",""bicycle"":""yes"",""foot"":""yes"",""highway"":""elevator"",""motor_vehicle"":""no""}"
node/7202926743,,,Selayang Mall,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6441087 3.2366117),"{""@id"":""node/7202926743"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Selayang Mall"",""network"":""MRT Feeder Bus"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""SL100"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7205641274,,,Publika The Circle Entrance,accessible_entrance,accessible_entrance,yes,,,,,,,Point,POINT(101.6663329 3.1704891),"{""@id"":""node/7205641274"",""entrance"":""main"",""name"":""Publika The Circle Entrance"",""wheelchair"":""yes""}"
node/7210743161,,Perhentian Bas Jalan Gombak - Batu Caves (Hentian Greenwood),Perhentian Bas Jalan Gombak - Batu Caves (Hentian Greenwood),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7045162 3.2348113),"{""@id"":""node/7210743161"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Perhentian Bas Jalan Gombak - Batu Caves (Hentian Greenwood)"",""name:ms"":""Perhentian Bas Jalan Gombak - Batu Caves (Hentian Greenwood)"",""operator"":""RapidKL, Smart Selangor"",""public_transport"":""platform"",""ref"":""SL234"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7213821244,,Kelab Fuzions,Kelab Fuzions,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.6785278 3.1979573),"{""@id"":""node/7213821244"",""addr:city"":""Kuala Lumpur"",""addr:postcode"":""51200"",""addr:street"":""Jalan Ipoh"",""amenity"":""bar"",""bar"":""sportsbar"",""name"":""Kelab Fuzions"",""name:ms"":""Kelab Fuzions"",""wheelchair"":""yes""}"
node/7233752355,Entrance A,Pintu A,Pintu A,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7105653 3.1703646),"{""@id"":""node/7233752355"",""barrier"":""gate"",""locked"":""yes"",""material"":""steel"",""name"":""Pintu A"",""name:en"":""Entrance A"",""name:ms"":""Pintu A"",""name:zh"":""A入口"",""name:zh-Hans"":""A入口"",""name:zh-Hant"":""A入口"",""wheelchair"":""yes""}"
node/7236193455,Hospital Kuala Lumpur (South),Hospital Kuala Lumpur (Selatan),Hospital Kuala Lumpur (Selatan),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6985378 3.1692901),"{""@id"":""node/7236193455"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Hospital Kuala Lumpur (Selatan)"",""name:en"":""Hospital Kuala Lumpur (South)"",""name:ms"":""Hospital Kuala Lumpur (Selatan)"",""name:zh"":""吉隆坡中央医院（南）"",""name:zh-Hans"":""吉隆坡中央医院（南）"",""name:zh-Hant"":""吉隆坡中央醫院（南）"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL56"",""route_ref"":""251;250;200;202"",""shelter"":""yes"",""short_name"":""HKL (Selatan)"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7266671529,KTM Batu Kentonmen,,KTM Batu Kentonmen,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.6815101 3.1967649),"{""@id"":""node/7266671529"",""access"":""yes"",""addr:city"":""Kuala Lumpur"",""addr:postcode"":""51200"",""addr:street"":""Jalan Batu Kentonmen"",""amenity"":""taxi"",""capacity"":""2"",""name"":""KTM Batu Kentonmen"",""name:en"":""KTM Batu Kentonmen"",""opening_hours"":""24/7"",""taxi_vehicle"":""motorcar"",""wheelchair"":""yes""}"
node/7287655420,,Pondok Polis Pusat Perubatan Universiti Malaya,Pondok Polis Pusat Perubatan Universiti Malaya,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.6517009 3.1139721),"{""@id"":""node/7287655420"",""addr:city"":""Kuala Lumpur"",""addr:postcode"":""59100"",""addr:street"":""Jalan Universiti"",""amenity"":""police"",""name"":""Pondok Polis Pusat Perubatan Universiti Malaya"",""name:ms"":""Pondok Polis Pusat Perubatan Universiti Malaya"",""wheelchair"":""yes""}"
node/7299533782,A,A,A,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7319006 3.1049728),"{""@id"":""node/7299533782"",""level"":""0"",""name"":""A"",""name:en"":""A"",""name:ms"":""A"",""name:zh"":""A"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/7315487392,KJ Lim Clinic,Klinik KJ Lim,Klinik KJ Lim,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7128088 3.1979661),"{""@id"":""node/7315487392"",""addr:city"":""Kuala Lumpur"",""addr:housenumber"":""27"",""addr:postcode"":""53300"",""addr:street"":""Jalan Prima Setapak 3"",""air_conditioning"":""no"",""amenity"":""clinic"",""healthcare"":""clinic"",""healthcare:speciality"":""general"",""name"":""Klinik KJ Lim"",""name:en"":""KJ Lim Clinic"",""name:ms"":""Klinik KJ Lim"",""name:zh"":""林药房"",""name:zh-Hans"":""林药房"",""name:zh-Hant"":""林藥房"",""opening_hours"":""Mo-Fr 09:00-21:00; Sa-Su 09:00-13:00"",""operator"":""Klinik KJ Lim"",""operator:type"":""private"",""phone"":""+60340211878"",""source"":""https://www.mapillary.com/app/?pKey=314616943679056"",""wheelchair"":""yes""}"
node/7318920344,Apt Melati Impian,,Apt Melati Impian,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7169388 3.2179712),"{""@id"":""node/7318920344"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Apt Melati Impian"",""name:en"":""Apt Melati Impian"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL932"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7318920353,Ayuman Suites,,Ayuman Suites,bus_stop,wheelchair_stop,yes,no,no,,no,,,Point,POINT(101.7140799 3.2340566),"{""@id"":""node/7318920353"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Ayuman Suites"",""name:en"":""Ayuman Suites"",""operator"":""RapidKL, Smart Selangor"",""public_transport"":""platform"",""ref"":""SL172"",""shelter"":""no"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7318920354,,Dewan Datin Zaleha (Opp),Dewan Datin Zaleha (Opp),bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7123556 3.2311002),"{""@id"":""node/7318920354"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Dewan Datin Zaleha (Opp)"",""name:ms"":""Dewan Datin Zaleha (Opp)"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""SL109"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7318920358,,Kg Tgh Gombak (Selatan),Kg Tgh Gombak (Selatan),bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7143766 3.2248264),"{""@id"":""node/7318920358"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kg Tgh Gombak (Selatan)"",""name:ms"":""Kg Tgh Gombak (Selatan)"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""SL111"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319221190,,Batu 5 Gombak,Batu 5 Gombak,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7119449 3.2133554),"{""@id"":""node/7319221190"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Batu 5 Gombak"",""name:ms"":""Batu 5 Gombak"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL904"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319221194,,Kg Chubadak Hulu (Utara),Kg Chubadak Hulu (Utara),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6975828 3.204784),"{""@id"":""node/7319221194"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kg Chubadak Hulu (Utara)"",""name:ms"":""Kg Chubadak Hulu (Utara)"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL988"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319221198,,Kg Chubadak Tambahan,Kg Chubadak Tambahan,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.692604 3.199566),"{""@id"":""node/7319221198"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kg Chubadak Tambahan"",""name:ms"":""Kg Chubadak Tambahan"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL991"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319238123,,Taman Greenwood Indah,Taman Greenwood Indah,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7005434 3.2244901),"{""@id"":""node/7319238123"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Greenwood Indah"",""name:ms"":""Taman Greenwood Indah"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""SL223"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319259054,Sri Utama Schools,,Sri Utama Schools,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7250688 3.1990556),"{""@id"":""node/7319259054"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Sri Utama Schools"",""name:en"":""Sri Utama Schools"",""public_transport"":""platform"",""ref"":""KL728"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319259055,,,TAR Villa,bus_stop,wheelchair_stop,yes,no,yes,,no,,,Point,POINT(101.7295288 3.2074456),"{""@id"":""node/7319259055"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""TAR Villa"",""network"":""Rapid KL Bus"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KL169"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319287101,,ITBM Wangsa Maju (Timur),ITBM Wangsa Maju (Timur),bus_stop,wheelchair_stop,yes,yes,no,,no,,,Point,POINT(101.7361346 3.1897655),"{""@id"":""node/7319287101"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""ITBM Wangsa Maju (Timur)"",""name:ms"":""ITBM Wangsa Maju (Timur)"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL2088"",""shelter"":""no"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287105,,PPR Desa Rejang,PPR Desa Rejang,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.729722 3.1913901),"{""@id"":""node/7319287105"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""lit"":""yes"",""name"":""PPR Desa Rejang"",""name:ms"":""PPR Desa Rejang"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL716"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287114,Setapak Industrial Area,,Setapak Industrial Area,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7225491 3.1979269),"{""@id"":""node/7319287114"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Setapak Industrial Area"",""name:en"":""Setapak Industrial Area"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL730"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319287115,Setapak Industrial Area,,Setapak Industrial Area,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.722456 3.1979764),"{""@id"":""node/7319287115"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Setapak Industrial Area"",""name:en"":""Setapak Industrial Area"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL735"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319287123,Sri Pelangi Condominium,,Sri Pelangi Condominium,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7140353 3.1972643),"{""@id"":""node/7319287123"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Sri Pelangi Condominium"",""name:en"":""Sri Pelangi Condominium"",""network"":""Rapid KL Bus"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KL678"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287124,,,,bus_stop,wheelchair_stop,yes,yes,no,,no,,,Point,POINT(101.7137877 3.1966459),"{""@id"":""node/7319287124"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""operator"":""Rapid KL"",""public_transport"":""platform"",""shelter"":""no"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287125,BSN Genting Klang,BSN Genting Klang,BSN Genting Klang,bus_stop,wheelchair_stop,yes,yes,no,,no,,,Point,POINT(101.7123798 3.195182),"{""@id"":""node/7319287125"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""BSN Genting Klang"",""name:en"":""BSN Genting Klang"",""name:ms"":""BSN Genting Klang"",""network"":""Rapid KL"",""network:wikidata"":""Q3271384"",""operator"":""Prasarana Malaysia"",""operator:wikidata"":""Q4209298"",""public_transport"":""platform"",""ref"":""KL2250"",""shelter"":""no"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287126,Courts Megastore Setapak (Opp),,Courts Megastore Setapak (Opp),bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7079259 3.191172),"{""@id"":""node/7319287126"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Courts Megastore Setapak (Opp)"",""name:en"":""Courts Megastore Setapak (Opp)"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL690"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287130,,Pasar,Pasar,bus_stop,wheelchair_stop,yes,no,no,,no,,,Point,POINT(101.7181834 3.1887723),"{""@id"":""node/7319287130"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Pasar"",""name:ms"":""Pasar"",""operator"":""Rapid KL"",""public_transport"":""platform"",""shelter"":""no"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319287134,,Surau Aljamiyyiah (Opp),Surau Aljamiyyiah (Opp),bus_stop,wheelchair_stop,yes,no,no,,no,,,Point,POINT(101.7139394 3.1899482),"{""@id"":""node/7319287134"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Surau Aljamiyyiah (Opp)"",""name:ms"":""Surau Aljamiyyiah (Opp)"",""operator"":""Rapid KL"",""public_transport"":""platform"",""shelter"":""no"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7321255856,,,99 Speedmart,accessibility_poi,wheelchair_access,yes,,,,,,limited,Point,POINT(101.7934556 3.0403697),"{""@id"":""node/7321255856"",""addr:city"":""Bandar Sungai Long"",""addr:country"":""MY"",""addr:housenumber"":""15 & 17"",""addr:postcode"":""43000"",""addr:street"":""Jalan SL 1/3"",""air_conditioning"":""yes"",""branch"":""Sungai Long 1"",""brand"":""99 Speedmart"",""brand:wikidata"":""Q62075061"",""currency:MYR"":""yes"",""internet_access"":""wlan"",""name"":""99 Speedmart"",""opening_hours"":""Mo-Su 08:00-20:00"",""operator"":""99 Speed Mart Sdn Bhd"",""payment:coins"":""yes"",""payment:mastercard"":""yes"",""payment:notes"":""yes"",""payment:touchngo_ewallet"":""yes"",""payment:visa"":""yes"",""phone"":""+603-3362 6863"",""shop"":""supermarket"",""smoking"":""no"",""source"":""https://openstreetcam.org/details/2041838/0"",""stroller"":""limited"",""website"":""https://www.99speedmart.com.my/Store"",""wheelchair"":""yes""}"
node/7321415286,,,Mohd Chan,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7534145 2.9632675),"{""@id"":""node/7321415286"",""amenity"":""restaurant"",""diet:halal"":""yes"",""name"":""Mohd Chan"",""source"":""https://www.mapillary.com/app/?pKey=FEfK0zB9p6iL9uxxrv0ek1&focus=photo"",""wheelchair"":""yes""}"
node/7340042737,Wahyu Garden (West),Taman Wahyu (Barat),Taman Wahyu (Barat),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6717398 3.214752),"{""@id"":""node/7340042737"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Wahyu (Barat)"",""name:en"":""Wahyu Garden (West)"",""name:ms"":""Taman Wahyu (Barat)"",""operator"":""Rapid KL;MARA Liner"",""public_transport"":""platform"",""ref"":""KL565"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7340042742,Wahyu Garden (West),Taman Wahyu (Barat),Taman Wahyu (Barat),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6720684 3.2148006),"{""@id"":""node/7340042742"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Wahyu (Barat)"",""name:en"":""Wahyu Garden (West)"",""name:ms"":""Taman Wahyu (Barat)"",""operator"":""Rapid KL;MARA Liner"",""public_transport"":""platform"",""ref"":""KL1505"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7340042746,KTM Commuter Wahyu Garden,KTM Komuter Taman Wahyu,KTM Komuter Taman Wahyu,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6725284 3.2140095),"{""@id"":""node/7340042746"",""bench"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""KTM Komuter Taman Wahyu"",""name:en"":""KTM Commuter Wahyu Garden"",""name:ms"":""KTM Komuter Taman Wahyu"",""name:zh"":""华友花园KTM火车站"",""name:zh-Hans"":""华友花园KTM火车站"",""name:zh-Hant"":""華友花園KTM火車站"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL1511"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7398288752,,Kg Sri Delima,Kg Sri Delima,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6664734 3.1990766),"{""@id"":""node/7398288752"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kg Sri Delima"",""name:ms"":""Kg Sri Delima"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL199"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7404150883,,,Medan Selera Taman Seroja,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7290089 2.8275071),"{""@id"":""node/7404150883"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Medan Selera Taman Seroja"",""network"":""Smart Selangor Bus"",""public_transport"":""platform"",""ref"":""SP385"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7404150884,,"SK Taman Seroja, Jalan Seroja Indah","SK Taman Seroja, Jalan Seroja Indah",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7287934 2.8285385),"{""@id"":""node/7404150884"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SK Taman Seroja, Jalan Seroja Indah"",""name:ms"":""SK Taman Seroja, Jalan Seroja Indah"",""operator"":""Smart Selangor"",""public_transport"":""platform"",""ref"":""SP387"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7404171705,,"Taman Seroja, Bandar Baru Sepang","Taman Seroja, Bandar Baru Sepang",bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.730804 2.8267969),"{""@id"":""node/7404171705"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Seroja, Bandar Baru Sepang"",""name:ms"":""Taman Seroja, Bandar Baru Sepang"",""operator"":""Smart Selangor"",""public_transport"":""platform"",""ref"":""SP164"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7411186704,Rakan Garden (North),Taman Rakan (Timur),Taman Rakan (Timur),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7820861 3.0355232),"{""@id"":""node/7411186704"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Rakan (Timur)"",""name:en"":""Rakan Garden (North)"",""name:ms"":""Taman Rakan (Timur)"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ331"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7411339564,,,99 Speedmart,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7796444 2.9641985),"{""@id"":""node/7411339564"",""addr:city"":""Bandar Baru Bangi"",""addr:country"":""MY"",""addr:postcode"":""43650"",""branch"":""Bangi, Sek 4"",""brand"":""99 Speedmart"",""brand:wikidata"":""Q62075061"",""currency:MYR"":""yes"",""diet:halal"":""only"",""internet_access"":""wlan"",""name"":""99 Speedmart"",""opening_hours"":""Mo-Su,PH 10:00-22:00"",""operator"":""99 Speed Mart Sdn Berhad"",""payment:coins"":""yes"",""payment:mastercard"":""yes"",""payment:notes"":""yes"",""payment:touchngo_ewallet"":""yes"",""payment:visa"":""yes"",""phone"":""+603-3362 6863"",""shop"":""supermarket"",""smoking"":""no"",""source"":""https://www.mapillary.com/app/?pKey=xKQTi4Lz5fpql8RSTNAVGH&focus=photo"",""website"":""https://www.99speedmart.com.my/Store"",""wheelchair"":""yes""}"
node/7411339573,,,Mashigetta,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.779634 2.9636835),"{""@id"":""node/7411339573"",""addr:city"":""Bandar Baru Bangi"",""addr:postcode"":""43650"",""air_conditioning"":""yes"",""amenity"":""fast_food"",""cuisine"":""korean"",""diet:halal"":""yes"",""indoor_seating"":""yes"",""name"":""Mashigetta"",""opening_hours"":""Mo-Su 11:30-22:00"",""outdoor_seating"":""no"",""wheelchair"":""yes""}"
node/7418975493,,"Kolej Teknologi Timur, Dengkil","Kolej Teknologi Timur, Dengkil",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7384009 2.8528617),"{""@id"":""node/7418975493"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kolej Teknologi Timur, Dengkil"",""name:ms"":""Kolej Teknologi Timur, Dengkil"",""operator"":""Smart Selangor"",""public_transport"":""platform"",""ref"":""SP167"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7434567186,,,,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.712129 3.1475733),"{""@id"":""node/7434567186"",""barrier"":""bollard"",""bollard"":""fixed"",""foot"":""yes"",""vehicle"":""no"",""wheelchair"":""yes""}"
node/7438502231,,Tandas Awam Jalan Ipoh,Tandas Awam Jalan Ipoh,accessible_toilet,accessible_toilet,yes,,,,,,,Point,POINT(101.6942658 3.1703368),"{""@id"":""node/7438502231"",""access"":""yes"",""amenity"":""toilets"",""changing_table"":""no"",""fee"":""yes"",""name"":""Tandas Awam Jalan Ipoh"",""name:ms"":""Tandas Awam Jalan Ipoh"",""toilets:disposal"":""flush"",""unisex"":""yes"",""wheelchair"":""yes""}"
